,tweet,counter,degree
377,"['lunchtime', 'with', 'mon', 'barrington', 'lunch', 'afterschool', 'instadaily', 'mummy', 'withmom', 'user']",0,Not offensive
378,"['user', 'my', 'sister', 'aunt', 'even', 'know', 'i', 'was', 'watching', 'her', 'argue', 'with', 'the', 'night', 'ððð', 'was', 'waiting', 'for', 'him', 'too', 'say', 'the', 'wrong', 'shit']",1,Offensive
379,"['ride', 'out', 'ride', 'back', 'done', 'cycling', 'sunset', 'ride', 'bites', 'fitness', 'cards', 'deep']",0,Not offensive
380,"['well', 'i', 'was', 'donna', 'go', 'see', 'at', 'with', 'be']",0,Not offensive
381,"['user', 'tagsforlikes', 'me', 'foodfriendssummerswagquotes', 'lovegodgirl', 'weekend', 'polaroid', 'followed', 'been', 'window']",0,Not offensive
382,"['payintheusa', 'polar', 'bear', 'climb', 'racing', 'angry', 'polar', 'bear', 'climb', 'racing', 'the', 'polar', 'bear', 'living', 'in', 'cold', 'place']",0,Not offensive
383,"['1111', 'healthy', 'am']",0,Not offensive
384,"['dream', 'palace', 'can', 'we', 'move', 'in', 'already', 'cellar', 'girls', 'dreamy', 'goodmorning', 'days']",0,Not offensive
385,"['in', 'waiting', 'for', 'a', 'follow', 'since', 'the', 'x', 'factor']",0,Not offensive
386,"['user', 'but', 'its', 'your', 'fault', 'you', 'have', 'to', 'use', 'it', 'to', 'pointscore']",0,Not offensive
387,"['user', 'this', 'week', 'stand', 'off', 'kind', 'lame', 'but', 'its', 'getting', 'better', 'may', 'wednesdaywisdom']",0,Not offensive
388,"['user', 'forever', 'user', 'young', 'man', 'he', 'luke', 'too', 'hot', 'wen', 'he', 'is', 'in', 'temper', 'ill', 'b', 'always', 'or', 'fan', 'till', 'my', 'last', 'breath', 'he']",0,Not offensive
389,"['dont', 'worry', 'bee']",0,Not offensive
390,"['double', 'tap', 'and', 'follow', 'me', 'beautiful', 'smooth', 'lifestyle', 'skin', 'instasize', 'ff', 'fashion', 'â']",0,Not offensive
391,"['lawofattraction', 'for', 'healing', 'low', 'be', 'healthy', 'well', 'idea']",0,Not offensive
392,"['â', 'oil', 'turns', 'flat', 'to', '5040', 'eying', 'era', 'inventor', 'data', 'for', 'her', 'direction', 'blow', 'silver', 'gold', 'fore']",0,Not offensive
393,"['training', 'in', 'new', 'employees', 'is', 'fun', 'newblood']",0,Not offensive
394,"['first', 'midday', 'to', 'our', 'puppy', 'heloise', 'sweetbabins', 'dog', 'growing', 'cut', 'bihdaygirl', 'user']",0,Not offensive
395,"['user', '5000', 'pigs', 'burn', 'alive', 'in', 'saskatchewan', 'barn', 'fire', 'video']",0,Not offensive
396,"['user', 'you', 'never', 'convince', 'me', 'that', 'americans', 'have', 'the', 'right', 'to', 'bear', 'these', 'prayfororlando', 'guncontrol']",0,Not offensive
397,"['with', 'my', 'beautiful', 'ladies', 'is', 'a', 'blessing', 'to', 'know', 'them', 'ó¾ó¾', 'smile', 'lovethemâ']",0,Not offensive
398,"['today', 'baby', 'siddique', 'ifftar', 'pay', 'at', 'lumbar', 'user', 'amp', 'user', 'don', 'avenge', 'to', 'see', 'both', 'again']",0,Not offensive
399,"['hands', 'sombre', 'blue']",0,Not offensive
400,"['user', 'i', 'can', 'wait', 'to', 'go', 'see', 'warrant', 'ugh', 'ððð', 'warrant']",0,Not offensive
401,"['cousins', 'reunited', 'familyfunuser', 'weakness']",0,Not offensive
402,"['at', 'user', 'for', 'an', 'audience', 'with', 'deane', 'henry', 'should', 'be', 'very', 'insightful']",0,Not offensive
403,"['my', 'train', 'hasn', 'moved', 'so', 'in', 'tinge', 'meeting']",0,Not offensive
404,"['have', 'my', 'lover', 'stop', 'being', 'angry', 'at', 'me', 'visit', 'usgtgtgt', 'lover', 'friend', 'astrologer', 'love']",0,Not offensive
405,"['user', 'when', 'your', 'blocked', 'by', 'a', 'toll', 'because', 'you', 'promise', 'to', 'blacklivesmatter', 'amp', 'let', 'his', 'nonsensical', 'ranks', 'boost']",0,Not offensive
406,"['fathers', 'day', 'to', 'all', 'the', 'days', 'here', 'and', 'the', 'ones', 'that', 'are', 'in', 'heaven']",0,Not offensive
407,"['sdl326am', 'user', 'june', '16', 'user']",0,Not offensive
408,"['how', 'creep', 'awesome', 'are', 'these', 'baboon', 'climbing', 'the', 'fire', 'escape', 'like', 'humans', 'on', 'user', 'summer', 'too']",0,Not offensive
409,"['use', 'the', 'power', 'of', 'your', 'mind', 'to', 'heal', 'your', 'body', 'altwaystoheal', 'healthy', 'is']",0,Not offensive
410,"['due', 'in', 'a', 'tiger', 'roar', 'tiger', 'annaswelshzoo', 'bihdaycelebrations']",0,Not offensive
411,"['user', 'we', 'dont', 'laugh', 'because', 'were', 'happy', 'were', 'because', 'we', 'laugh', 'william', 'james', 'extra']",0,Not offensive
412,"['have', 'a', 'happy', 'sunday', 'everyone', 'i', 'think', 'today', 'is', 'going', 'to', 'be', 'a', 'good', 'day', 'positivevibes', 'sunshine', 'sunday']",0,Not offensive
413,"['can', 'we', 'talk', 'about', 'the', 'ways', 'in', 'which', 'organizations', 'dehumanize', 'us', 'and', 'how', 'there', 'never', 'held', 'accountable']",0,Not offensive
414,"['stuck', 'in', 'the', 'rat', 'race', 'find', 'your', 'freedom', 'masterkeyexperience']",0,Not offensive
415,"['i', 'have', 'to', 'study', 'face', 'penza', 'i', 'stole', 'my', 'roommates', 'idea', 'for', 'taking', 'this', 'pick']",0,Not offensive
416,"['dinner', 'with', 'sister', 'ðâïðð', 'sisteradventures', 'sister', 'ilovemysisterâ']",0,Not offensive
417,"['who', 'else', 'is', 'planning', 'on', 'watching', 'user', 'tomorrow', 'ð', 'ð']",0,Not offensive
418,"['us', 'rifle', 'day', 'snowed', 'out', 'so', 'are', 'is', 'closest', 'to', 'may', 'i', 'ever', 'got', 'user', 'user', 'user', 'navy']",0,Not offensive
419,"['neuro', '2016', 'bc', 'units', 'make', 'their', 'predictions', 'for', 'france', 'europe', 'sta', 'today']",0,Not offensive
420,"['user', 'because', 'i', 'am', 'happy', 'of', 'happiness', 'minion']",0,Not offensive
421,"['no', 'elder', 'schools', 'for', 'many', 'years', 'was', 'was', 'bethesda', 'e', 'e32016']",0,Not offensive
422,"['user', 'poor', 'tight', 'ð', 'and', 'a', 'little', 'bit', 'cheeks', 'tax', 'amp', 'ð', 'so', 'throwbackthursday', 'user', 'user', 'user']",0,Not offensive
423,"['cannot', 'wait', 'for', 'eurogamer', 'this', 'year', 'pumped', 'eurogamer2016']",0,Not offensive
424,"['very', 'to', 'work', 'with', 'russellbeckwith', 'soon', 'staytuned', 'ð', 'my', 'friend', 'lyre', 'tapfoags', 'â']",0,Not offensive
425,"['why', 'the', 'paris', 'studied', 'american', 'race', 'laws', 'for', 'inspiration', 'â', 'history', 'eugenics']",0,Not offensive
426,"['sharing', 'ice', 'cream', 'sun', 'love', 'outdoor', 'picnic', 'summer', 'family', 'daughter', 'father', 'dense', 'icecream']",0,Not offensive
427,"['nothing', 'like', 'a', 'river', 'island', 'sale', 'shopping', 'spree', 'to', 'cheer', 'you', 'up', 'retailtherapy', 'riverisland', 'shoppingqueen', 'alwayscheersyouup', 'ðð¼']",0,Not offensive
428,"['cleaning', 'ze', 'house', 'and', 'going', 'zip', 'sundry', 'ã', 'in', 'finally', 'free', 'from', 'fever', 'and', 'cold', 'â__âim', 'happy', 'cleaning', 'laundryday']",0,Not offensive
429,"['2', 'new', 'listing', 'are', 'up', 'bay', 'woohoo', 'sell', 'selling', 'buy', 'shop', 'shopping']",0,Not offensive
430,"['i', 'am', 'thankful', 'for', 'my', 'challenges', 'thankful', 'positive']",0,Not offensive
431,"['chilled', 'night', 'in', 'with', 'ice', 'creamamp', 'grown', 'up', 'chilled']",0,Not offensive
432,"['user', 'biherism', 'absolutely', 'originated', 'in', 'hateful', 'bigotry', 'alright', 'hatred', 'of', 'our', 'african', 'american', 'pots', 'theresistance']",0,Not offensive
433,"['user', 'sweets', 'ðððððâ', 'instagood', 'ììë', 'of', 'idol', 'idol', 'à¹àààà', 'followed', 'self', 'ããããâ']",0,Not offensive
434,"['all', 'these', 'tragedies', 'in', 'america', 'first', 'with', 'the', 'killing', 'of', 'christinagrimmie', 'and', 'now', 'orlando', 'america', 'is', 'not', 'a', 'safe', 'place', 'to', 'be', 'today']",0,Not offensive
435,"['â', 'breast', 'angry', 'a', 'factor', 'helping', 'drive', 'down', 'interest', 'rates', 'in', 'germany', 'and', 'japan', 'bah', 'blow', 'silver', 'gold', 'â']",0,Not offensive
436,"['far', 'amp', 'interesting', 'day', 'at', 'eacbpm', 'now', 'dash', 'to', 'a', 'quiet', 'place', 'to', 'dial', 'into', 'idea', 'emma', 'region', 'meeting', 'busy']",0,Not offensive
437,"['karay', 'sup', 'snorted', 'swimwhatever', 'your', 'pleasure', 'well', 'put', 'it', 'together', 'alohabeachbus', 'hawaii', 'explore']",0,Not offensive
438,"['u', 'can', 'hold', 'a', 'man', 'down', 'for', 'years', 'and', 'watch', 'him', 'change', 'on', 'u', 'over', 'some', 'hear', 'say', 'no', 'loyalty', 'no']",0,Not offensive
439,"['well', 'back', 'going', 'to', 'tacloban', 'now', 'see', 'a', 'lateró¾µâ', 'great', 'â', 'traveling', 'to', 'tacloban', 'city', 'from', 'catbalogan']",0,Not offensive
440,"['user', 'how', 'do', 'you', 'feel', 'about', 'that', 'you', 'haven', 'won', 'any', 'olympics', 'medal']",0,Not offensive
441,"['angry', 'birds', 'il', 'film', 'download', 'it', 'â', '720p', 'hot', '2016', 'birds', 'download', 'film', 'il', 'it']",0,Not offensive
442,"['sunday', 'to', 'you', 'all', 'ð', 'photo', 'by', 'user', 'model', 'urged', 'hopeless', 'its', 'mon', 'between', 'sex', 'heels', 'ace']",0,Not offensive
443,"['fo', 'who', 'officer', 'in', 'vital', 'arrest', 'video', 'was', 'rude', 'not', 'racism', 'chief', 'crime', 'officer']",0,Not offensive
444,"['user', 'user', 'user', 'user', 'saturday', 'friends']",0,Not offensive
445,"['yayyyy', 'my', 'friend', 'got', 'married', 'today', 'ððððð', 'congratulations', 'guns', 'âïâï', 'shegotmarried', 'â']",0,Not offensive
446,"['model', 'i', 'love', 'u', 'take', 'with', 'u', 'all', 'the', 'time', 'in', 'or', 'ðððð', 'ððð']",0,Not offensive
447,"['if', 'lewis', 'remains', 'perfect', 'the', 'rangers', 'announces', 'are', 'donna', 'stroke', 'out']",0,Not offensive
448,"['chris', 'is', 'so', 'to', 'be', 'back', 'to', 'soccer', 'after', 'missing', 'most', 'of', 'spring', 'season', 'with', 'a', 'broken']",0,Not offensive
449,"['train', 'tickets', 'booked', 'for', 'my', 'opera', 'week', 'in', 'wales']",0,Not offensive
450,"['its', 'a', 'beautiful', 'day', 'sun', 'fun', 'beachpark', 'beach', 'park']",0,Not offensive
451,"['the', 'big', 'screen', 'is', 'being', 'fitted', 'right', 'now', 'euros2016']",0,Not offensive
452,"['not', 'all', 'love', 'stories', 'are', 'happy', 'ending', 'aime', 'love', 'story', 'not', 'ending', 'like4likeâ']",0,Not offensive
453,"['poet', 'bull', 'up', 'you', 'will', 'dominate', 'your', 'bull', 'and', 'you', 'will', 'direct', 'it', 'whatever', 'you', 'want', 'it', 'to', 'do', 'when', 'you', 'sta']",0,Not offensive
454,"['i', 'am', 'tranquil', 'am', 'positive', 'affirmation']",0,Not offensive
455,"['user', 'is', 'that', 'the', 'name', 'of', 'any', 'coming', 'new', 'track', 'of', 'pm', 'pop']",0,Not offensive
456,"['best', 'essentialoils', 'for', 'anxiety', 'healthy', 'peace', 'altwaystoheal']",0,Not offensive
457,"['user', 'user', 'user', 'now', 'some', 'peoples', 'children', 'have', 'nothing', 'better', 'to', 'do', 'then', 'insult', 'people', 'on', 'twitter']",0,Not offensive
458,"['thinking', 'maybe', 'i', 'should', 'have', 'bought', 'user', 'instead', 'of', 'user', 'gettingold', 'becomingboring', 'notborderlands', 'goblizzard']",0,Not offensive
459,"['the', 'fact', 'that', 'user', 'album', 'is', 'an', 'hour', 'away', 'from', 'dripping', 'has', 'me', 'losing', 'my', 'mind', 'fatkidinacandystore']",0,Not offensive
460,"['ryderrideu', 'see', 'you', 'can', 'and', 'cum', 'together', 'snapshot', 'young', 'shy', 'king', 'wet', 'worn', 'hot', 'xxx', 'horny', 's']",0,Not offensive
461,"['ððð¼ððº', 'snapchat', 'gaby_china20', 'love', 'girl', 'snapchat', 'flowers', 'instasmile', 'instaloveâ']",0,Not offensive
462,"['i', 'am', 'brilliant', 'am', 'positive', 'affirmation']",0,Not offensive
463,"['user', 'true', 'nights', 'dont', 'go', 'looking', 'for', 'parents', 'they', 'go', 'look', 'at', 'shoes', 'and', 'jewel']",0,Not offensive
464,"['safe', 'ways', 'to', 'heal', 'your', 'acne', 'altwaystoheal', 'healthy', 'healing']",0,Not offensive
465,"['msgapparelstoday', 'user', 'u', 'r', 'so', 'special', '4', 'us', 'father', 'day']",0,Not offensive
466,"['camping', 'next', 'weekend', 'lovecamping', 'brownwood']",0,Not offensive
467,"['in', 'so', 'and', 'grateful', 'now', 'that', 'affirmation']",0,Not offensive
468,"['my', 'forever', 'best', 'ð', 'karaoke', 'friends', 'friendship', 'love', 'filter', 'instacool', 'instagood', 'â']",0,Not offensive
469,"['user', 'absolutely', 'love', 'this', 'place', 'fantastic', 'welcome', 'from', 'carlo', 'receptions', 'th', 'time', 'here', 'room', 'request', 'granted', 'as', 'usual', '318']",0,Not offensive
470,"['headed', 'to', 'theater', 'with', 'my', 'peculiar', 'family']",0,Not offensive
471,"['â', 'us', 'retail', 'sales', 'control', 'group', 'likely', 'rose', '02', 'mm', 'in', 'may', 'â', 'dense', 'bank', 'blow', 'silver', 'gold', 'fore']",0,Not offensive
472,"['happy', 'fathers', 'day', 'you', 'are', 'love', 'of', 'my', 'life', 'ample', 'best', 'father', 'in', 'the', 'world', 'âïð', 'user', 'fathersday', 'love']",0,Not offensive
473,"['coolestlifehack', 'worlds', 'smallest', 'snake', 'motivation']",0,Not offensive
474,"['this', 'is', 'a', 'shocking', 'and', 'increasingly', 'violent', 'world', 'we', 'live', 'in', 'and', 'the', 'up', 'has', 'gun', 'control', 'laws', 'i', 'feel', 'for', 'the', 'mrs', 'family', 'amp', 'friends']",0,Not offensive
475,"['funny', 'or', 'simply', 'so', 'truestory']",0,Not offensive
476,"['happy', 'midday', 'to', 'me', 'birthday', 'day', 'holidays', 'monday', 'menmodelsâ']",0,Not offensive
477,"['i', 'am', 'saddened', 'that', 'none', 'has', 'thought', 'to', 'groom', 'her', 'for', 'the', 'position', 'before', 'asking', 'her', 'opinion', 'on', 'such', 'an', 'issue']",0,Not offensive
478,"['ukrainian', 'athletes', 'are', 'not', 'in', 'grosseto', 'for', 'user', 'watching', 'livestream', 'without', 'seeing', 'them', 'its', 'not', 'the', 'same']",0,Not offensive
479,"['new', 'season', 'of', 'oitnb', 'stay', 'tonight', 'ðð¼', 'oitnbseason4', 'of']",0,Not offensive
480,"['user', 'excited', 'to', 'be', 'on', 'the', 'other', 'side', 'of', 'the', 'chain', 'for', 'once', 'tonight', 'looking', 'forward', 'to', 'seeing', 'user', 'on', 'broadway']",0,Not offensive
481,"['when', 'quay', 'collar', 'with', 'user', 'says', 'sold', 'outððððððððððððð', 'noon', 'whyyyy', 'loveyoudesi']",0,Not offensive
482,"['in', 'to', 'finally', 'get', 'my', 'jordan', 'and', 'i', 'get', 'paid', 'to', 'wear', 'them', 'too', 'lowtopsâ']",0,Not offensive
483,"['i', 'am', 'impressive', 'am', 'positive', 'affirmation']",0,Not offensive
484,"['fathers', 'day', 'to', 'all', 'the', 'fathers', 'out', 'there', 'out', 'there', 'making', 'it', 'happen', 'salute', 'to', 'all']",0,Not offensive
485,"['our', 'view', 'from', 'the', 'with', 'floor', 'ny', 'newyorkcity', 'view', 'girl', 'wine', 'fridaynightâ']",0,Not offensive
486,"['discussing', 'republicans', 'is', 'the', 'same', 'thing', 'as', 'critiquing', 'we', 'can', 'ignore', 'the', 'consequences']",0,Not offensive
487,"['got', 'school', 'tomorrow', 'my', 'last', 'integration']",0,Not offensive
488,"['amen', 'truth', 'always', 'ltd', 'ltd', 'love', 'blessed']",0,Not offensive
489,"['user', 'and', 'the', 'stanford', 'kid', 'got', '6', 'months', 'for', 'rapebut', 'that', 'want', 'boredom', 'was', '20', 'minutes', 'of', 'action']",0,Not offensive
490,"['lets', 'colored', 'your', 'life', 'w', 'rainbow', 'daniel', 'love', 'colour', 'rainbow', 'depot']",0,Not offensive
491,"['anel', 'aielmaharashtra', 'rude', 'customer', 'care', 'executive', 'makes', 'me', 'want', 'to', 'switch', 'my', 'loyalty', 'to', 'another', 'provider', 'irritated']",0,Not offensive
492,"['hi', 'teddy', 'corpus', 'rocksteddy', 'band', 'enjoy', 'idol', 'org', 'ððððððð']",0,Not offensive
493,"['user', 'now', 'what', 'a', 'great', 'daughter', 'you', 'are', 'to', 'send', 'that', 'to', 'your', 'father', 'right', 'before', 'fathers', 'day', 'cheapshot', 'lowblow', 'shame']",0,Not offensive
494,"['6', 'reasons', 'to', 'be', 'happyâwhen', 'your', 'kid', 'is', 'midtantrum', 'printing', 'antrum', 'toller', 'calm', 'sinfulness', 'strong']",0,Not offensive
495,"['i', 'am', 'truthful', 'am', 'positive', 'affirmation']",0,Not offensive
496,"['up', 'sir', 'on', 'faces', 'wwdc2016', 'woot', 'next', 'did', 'they', 'work', 'on', 'her', 'listening', 'skill']",0,Not offensive
497,"['did', 'done', 'dresser', 'nicknacks', 'newelectricscrewdriver', 'crockery', 'london']",0,Not offensive
498,"['are', 'you', 'black', 'amp', 'feel', 'like', 'the', 'are', 'stopping', 'on', 'you', 'â', 'between', 'camp', 'mimi']",0,Not offensive
499,"['user', 'user', 'that', 'the', 'problem', 'only', 'one', 'police', 'officer', 'you', 'need', 'more', 'with', 'bigger', 'guns', 'and', 'perhaps', 'one', 'tank', 'with', 'soldiers']",0,Not offensive
500,"['fathers', 'day', 'to', 'all', 'friends']",0,Not offensive
501,"['if', 'your', 'not', 'with', 'your', 'choice', 'this', 'fall', 'you', 'can', 'always', 'write', 'a', 'candidate', 'in', 'â']",0,Not offensive
502,"['user', 'ëìì_êêìì_ìíëë', 'êêìì', 'ììµì', 'ending']",0,Not offensive
503,"['get', 'to', 'know', 'the', 'team', 'behind', 'the', 'pp', 'that', 'keeping', 'our', 'summits', 'in', 'our', 'june', 'issue', 'user', 'bazaarmagâ']",0,Not offensive
504,"['actually', 'going', 'fishing', 'today', 'somewhere', 'nice', 'âºïð']",0,Not offensive
505,"['how', 'cut', 'they', 'both', 'look', 'like', 'dolls']",0,Not offensive
506,"['user', 'i', 'did', 'and', 'in']",0,Not offensive
507,"['love', 'this', 'vacation', 'ð', 'enjoy', 'greece', 'create', 'sabinedrift', 'shilling', 'blondegirl', 'bluedressâ']",0,Not offensive
508,"['user', 'unreal', '3', 'advisers', 'refuse', 'to', 'take', 'my', 'payment', 'and', 'say', 'wait', 'for', 'pen', 'is', 'this', 'customer', 'service', 'when', 'or', 'site', 'want', 'working']",0,Not offensive
509,"['user', 'in', 'gameready', 'for', 'for', 'horizon', 'on', 'the', 'pp', 'what', 'a', 'time', 'we', 'live', 'in']",0,Not offensive
510,"['user', 'life', 'better', 'in', 'haiti', 'summer', 'life', 'no_school', 'haiti', 'like']",0,Not offensive
511,"['i', 'know', 'their', 'males', 'but', 'i', 'thought', 'they', 'had', 'a', 'vagina', 'like', 'in', 'video', 'games', 'd', 'stupidthoughts', 'quote', 'may']",0,Not offensive
512,"['pa', 'of', 'the', 'pack', 'was', 'taken', 'and', 'brainwashed', 'by', 'cheetah', 'downasquadmember', 'treeouts']",0,Not offensive
513,"['â', 'japan', 'domestic', 'corporate', 'goods', 'price', 'index', 'you', 'in', 'line', 'with', 'expectations', '42', 'in', 'may', 'blow', 'silver', 'â']",0,Not offensive
514,"['remember', 'the', 'day', 'when', 'people', 'on', 'but', 'went', 'on', 'to', 'become', 'reality', 'to', 'stars', 'no', 'it', 'seems', 'reality', 'to', 'stars', 'become', 'big', 'brother', 'contestants']",0,Not offensive
515,"['user', 'allahsoil', 'the', 'more', 'familiar', 'we', 'become', 'the', 'more', 'difficult', 'it', 'is', 'to', 'stereotyped', 'â', 'of']",0,Not offensive
516,"['user', 'good', 'morning', 'if', 'you', 'want', 'to', 'live', 'a', 'life', 'tie', 'it', 'to', 'a', 'goal', 'not', 'to', 'people', 'or', 'things']",0,Not offensive
517,"['user', 'friday', 'ltd', 'fridayfeeling', 'relax', 'user', 'bristol']",0,Not offensive
518,"['days', 'worn', 'movie', 'hussy', 'pay', 'pick']",0,Not offensive
519,"['it', 'looked', 'easy', 'till', 'my', 'turn', 'ran', 'bishop', 'rock', 'funny', 'comedy', 'pop', 'kanyewest']",0,Not offensive
520,"['banner', 'merry', 'christmas', 'and', 'new', 'year', 'freepik', 'ad', 'decoration', 'newer']",0,Not offensive
521,"['user', 'user', 'may', 'thanks', 'for', 'letting', 'me', 'know', 'my', 'pa', 'will', 'be', 'a', 'very', 'happy', 'man']",0,Not offensive
522,"['in', 'my', 'exam', 'room', 'ððð', 'testing', 'tired', 'annoyed', 'why']",0,Not offensive
523,"['best', 'homeopaths', 'remedies', 'for', 'anxiety', 'altwaystoheal', 'healing', 'peace']",0,Not offensive
524,"['rest', 'in', 'peace', 'christian']",0,Not offensive
525,"['those', 'james', 'you', 'fool', 'around', 'with', 'might', 'be', 'raising', 'your', 'child', 'pp', 'dont', 'think', 'that', 'far', 'in', 'advance', 'they', 'just', 'see', 'fun', 'or', 'whatever']",0,Not offensive
526,"['anti', 'racism', 'is', 'a', 'codeword', 'for', 'antiwhite', 'asia', 'for', 'the', 'signs', 'africa', 'for', 'the', 'africans', 'white', 'countries', 'for', 'everyone']",0,Not offensive
527,"['user', 'on', 'periscope', 'my', 'first', 'god', 'baby', 'graduated', 'from', 'high', 'school', 'collegebound']",0,Not offensive
528,"['nearly', 'there', 'folks', 'nervous', 'curious', 'just', 'canalised', 'my', 'stuff', 'with', 'a', 'few', 'printers', 'from', 'grain', 'bringiton']",0,Not offensive
529,"['fellowship', 'ð', 'lifegroup']",0,Not offensive
530,"['i', 'just', 'caught', 'myself', 'eating', 'chocolate', 'slice', 'bread', 'beside', 'the', 'red', 'realizing', 'i', 'still', 'didn', 'eat', 'my', 'dinner']",0,Not offensive
531,"['user', 'you', 'praised', 'cleveland', 'police', 'during', 'rec', 'the', 'police', 'are', 'under', 'a', 'consent', 'decree', '75', 'are', 'white', 'tamirrice', 'rip']",0,Not offensive
532,"['best', 'lawofattraction', 'resources', 'for', 'healing', 'altwaystoheal', 'healthy', 'is', 'idea']",0,Not offensive
533,"['everything', 'you', 'need', 'for', 'sunday', 'fathersday', 'to', 'all', 'the', 'days', 'out', 'there', 'from', 'novysposnovytowelsurfgear']",0,Not offensive
534,"['user', '100', 'agree']",0,Not offensive
535,"['user', 'our', 'next', 'show', 'is', 'monday', 'at', 'the', 'peddlers', 'elbow', 'in', 'camden', 'its', 'looking', 'like', 'its', 'going', 'to', 'be', 'a', 'huge', 'night', 'htm']",0,Not offensive
536,"['user', 'no', 'swimming', 'signs', 'everywhere', 'parents', 'weren', 'watching', 'a', '2', 'year', 'old']",0,Not offensive
537,"['mitchellrattle', 'mitchell', 'godson']",0,Not offensive
538,"['user', 'getting', 'ready', 'for', 'saturdays', 'deep', 'run', 'with', 'bc', '3', 'days', 'until', 'showyourjeepday', 'jeepmafia', 'jeeplife', 'deep', 'http']",0,Not offensive
539,"['user', 'attempt', 'at', 'czech', 'fury', 'only', 'for', 'croats', 'to', 'score', 'their', 'second']",0,Not offensive
540,"['the', 'latest', 'dairy', 'is', 'thanks', 'to', 'user', 'user', 'user', 'ä½éå', 'æ']",0,Not offensive
541,"['user', 'yep', 'grateful', 'for', 'everyday', 'gratitude', 'laurasworld']",0,Not offensive
542,"['give', 'had', 'the', 'ebook', 'for', 'awhile', 'but', 'its', 'so', 'nice', 'to', 'have', 'the', 'hard', 'copy']",0,Not offensive
543,"['na', 'final', 'game', '7', 'what', 'more', 'could', 'a', 'basketball', 'fan', 'ask', 'for', 'nbafinals']",0,Not offensive
544,"['user', 'that', 'doesn', 'prevent', 'you', 'from', 'being', 'a', 'and', 'a', 'right']",0,Not offensive
545,"['dear', 'not', 'despite', 'our', 'attempts', 'to', 'savecharity', 'i', 'regret', 'to', 'announce', 'that', 'were', 'lost', 'her', 'tragic', 'rip', 'angelic', 'friend', 'we', 'will', 'miss', 'u']",0,Not offensive
546,"['space', 'place', 'color', 'blue', 'fabricsourcing', 'or', 'finished', 'pillow', 'cushions', 'use', 'us']",0,Not offensive
547,"['perfect', 'moment', 'of', 'the', 'day']",0,Not offensive
548,"['waited', 'for', 'user', 'for', 'an', 'hour', 'to', 'come', 'out', 'just', 'for', 'an', 'autograph', 'finally', 'walk', 'away', 'comes', 'out', 'of', 'course', 'disappointing']",0,Not offensive
549,"['fathersday', 'gift', 'your', 'dad', 'a', 'secured', 'financial', 'future', 'save', 'insure', 'invest']",0,Not offensive
550,"['girls', 'in', 'the', 'world', 'sex', 'mature', 'housewife']",0,Not offensive
551,"['time', 'to', 'get', 'happy', 'its', 'saturday', 'ð', 'saturday', 'weekend']",0,Not offensive
552,"['to', 'my', '3', 'awesome', 'days', 'my', 'almighty', 'father', 'my', 'lord', 'my', 'darling', 'dad', 'rip', 'sweetheart', 'my', 'husband', 'my', 'babies', 'daddy1st', 'son', 'fathersday']",0,Not offensive
553,"['wens', 'football', 'ornament', 'football']",0,Not offensive
554,"['come', 'on', 'he', 'pass', 'poor', 'reception', 'today', 'â20', 'a', 'month', 'and', 'struggle', 'to', 'get', 'a', 'signal', 'in', 'buxton', 'put', 'more', 'masts', 'up', 'or', 'in', 'twitching', 'grumpy']",0,Not offensive
555,"['excited', 'na', 'me', 'of']",0,Not offensive
556,"['user', 'let', 'troopingthecolour', 'begin', 'we', 'are', 'very', 'bihdayyourmajesty', 'thequeenat90', 'htm']",0,Not offensive
557,"['work', 'fusion', 'wolves', 'in', 'last', 'stage', 'development', 'chase', 'user', 'user', 'now']",0,Not offensive
558,"['user', 'i', 'dont', 'like', 'the', 'blacklivesmatter', 'slogan', 'talk', 'about', 'being']",0,Not offensive
559,"['rip', 'little', 'bear', 'bear', 'master', 'rip', 'imissyou']",0,Not offensive
560,"['give', 'me', 'a', 'hug', 'love', 'my', 'cats', 'moment', 'ð']",0,Not offensive
561,"['your', 'lips', 'like', 'fire', 'my', 'blood', 'like', 'gasoline', 'of', 'love', 'boyfriend', 'smile']",0,Not offensive
562,"['here', 'we', 'go', 'lets', 'do', 'this', 'people', 'icrs2016']",0,Not offensive
563,"['life', 'isn', 'a', 'race', 'allow', 'yourself', 'to', 'be', 'in', 'the', 'present', 'user', 'fun']",0,Not offensive
564,"['dental', 'testimonials', 'from', 'our', 'litchfield', 'clients']",0,Not offensive
565,"['thank', 'youðsoo', 'much', 'pretty', 'user', 'i', 'feel', 'so', 'blessed', 'amp', 'luckyplz', 'do', 'keep', 'showering', 'or', 'like', 'on', 'meðsurprised', 'likes', 'unexpected']",0,Not offensive
566,"['user', 'user', 'user', 'nice', 'c', 'susan', 'smiling', '2daywho', 'needs', 'false', 'promises', 'of', 'flying', 'dragoons', 'when', 'she', 'got', 'ben']",0,Not offensive
567,"['user', 'd', 'not', 'back', 'yet']",0,Not offensive
568,"['i', 'got', 'the', 'call', 'yesterday', 'mon', 'was', 'diagnosed', 'with', 'stage', '3', 'ovarian', 'cancer', 'in', 'terrified', 'she', 'terrified', 'just', 'dont', 'know', 'what', 'to', 'do']",0,Not offensive
569,"['user', 'feminismiscancer', 'feminismisterrorism', 'feminismmuktbharat', 'why', 'malevote', 'is', 'ignored', 'user']",0,Not offensive
